class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,f,s,e,f,f,f,c,n,,t,?,s,s,w,p,p,w,o,e,w,v,d
p,f,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
p,f,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,,,v,p
p,x,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
p,f,s,e,f,s,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,l
p,f,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
p,f,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
p,x,y,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
p,f,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
p,f,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
p,f,s,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
p,k,y,e,,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
p,f,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
p,x,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
p,x,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
p,f,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
p,x,y,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
p,f,y,e,f,f,f,c,n,b,t,?,,s,w,p,p,w,o,e,w,v,l
p,f,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
p,f,y,e,f,y,f,c,n,b,t,?,s,,p,p,p,w,o,e,w,v,l
p,x,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
p,x,s,wrong,f,y,f,,n,b,t,,s,k,p,w,p,w,o,e,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,,l
p,f,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,x,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
p,f,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,f,s,e,f,s,f,c,,b,t,?,s,s,w,w,p,,o,e,w,v,p
p,f,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
p,f,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,k,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
p,f,s,n,f,,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
p,f,y,,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
p,f,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
,f,y,e,f,y,f,,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
p,x,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
p,k,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,
p,x,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,
p,x,s,e,f,f,f,c,n,,t,?,,s,w,p,p,w,o,e,w,v,l
e,x,s,g,f,n,f,w,b,w,e,,k,s,w,w,p,w,t,p,w,n,g
p,k,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
p,x,s,n,,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
p,f,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
p,f,s,,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
p,x,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,f,s,e,f,f,f,c,n,b,t,,s,k,p,w,p,w,o,e,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
p,,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
p,f,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,
p,x,s,e,f,s,f,,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
,f,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
p,f,y,e,f,f,f,c,n,b,t,?,,s,w,w,p,w,o,e,w,v,p
p,k,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
p,f,s,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,,w,v,p
p,k,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
p,f,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
p,f,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,,w,v,l
e,b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,c,l
p,x,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
p,f,y,wrong,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
p,f,y,n,f,s,f,c,n,,t,?,k,k,w,p,p,w,o,e,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
p,f,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,,w,v,p
p,k,y,n,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
p,x,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,f,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
p,k,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
p,f,s,e,,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
e,k,s,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g
p,f,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
p,f,y,,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
p,f,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
p,f,s,,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
p,f,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,,,e,w,v,l
p,f,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,,e,w,v,p
p,x,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
p,f,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
p,x,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
p,x,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
p,f,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
p,x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
p,x,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,,v,p
p,f,s,n,f,f,f,c,n,b,t,?,k,s,,w,p,w,o,e,w,v,l
p,x,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
p,f,y,wrong,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
p,x,,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
p,f,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
p,f,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
p,f,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,,v,l
p,f,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
p,x,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
e,k,f,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g
p,x,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
p,k,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
p,k,y,n,f,,f,c,n,b,t,?,s,k,w,,p,w,o,e,w,v,d
p,x,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
p,f,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
p,f,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
p,x,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,,p
p,f,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,,o,e,w,v,d
p,f,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
p,x,s,n,,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
p,x,y,e,f,,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
p,f,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,,w,v,p
p,x,s,n,f,y,f,c,n,b,,?,k,k,p,p,p,w,o,e,w,v,d
p,f,s,n,f,f,f,,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
e,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,y,v,l
p,k,s,n,f,y,f,c,,b,t,?,k,k,w,p,p,w,o,e,w,v,p
p,f,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
p,k,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
e,x,y,c,t,n,f,c,b,,e,b,s,s,w,w,p,w,t,p,w,y,p
e,b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,c,l
e,k,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g
e,x,f,g,f,n,f,,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g
p,x,s,n,,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
p,k,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
e,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,c,l
p,k,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
p,b,y,y,f,n,f,w,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l
p,x,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
e,b,s,g,,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g
p,k,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
p,k,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
p,f,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
p,f,y,n,f,y,f,c,n,b,t,?,k,s,,w,p,w,o,e,w,v,p
p,f,s,e,f,s,f,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,d
e,k,f,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g
p,k,s,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
p,k,s,e,f,,f,c,,b,t,?,k,s,p,p,,w,o,e,w,v,d
p,f,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
e,b,f,g,f,n,f,w,b,p,e,?,k,k,w,w,p,,t,p,w,n,g
p,f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,
p,f,s,n,f,y,f,c,n,b,t,?,s,,w,p,p,w,o,e,w,v,p
e,f,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l
e,x,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
,f,s,n,f,,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
p,k,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
p,f,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
e,b,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g
p,x,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,f,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
p,f,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,,e,w,v,l
p,k,,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
e,x,f,w,f,??,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
e,b,s,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g
p,,s,e,f,y,f,c,n,b,t,?,k,k,,w,p,w,,e,w,v,l
p,f,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,,o,e,w,v,l
e,f,y,n,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
p,k,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,,d
p,k,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,,e,w,v,l
p,f,y,,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
p,x,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,
p,k,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
p,x,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
p,k,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
p,k,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l
p,f,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
e,x,f,w,f,n,f,,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g
p,k,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,,e,w,v,d
p,f,s,n,f,f,f,c,n,b,t,?,,k,p,p,p,w,o,e,w,v,p
p,k,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
p,k,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
p,k,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
e,k,f,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g
p,k,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
p,k,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
p,k,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
p,k,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
p,x,s,n,f,y,f,c,n,b,t,?,k,k,w,,p,w,o,e,w,v,l
p,x,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
p,f,s,e,f,y,f,c,n,b,t,?,k,k,,w,p,w,o,e,w,v,p
p,k,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
e,b,s,n,f,n,f,c,b,w,e,b,y,y,,n,p,w,t,p,w,y,d
p,f,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
p,k,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
e,x,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d
p,f,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
p,k,s,,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
p,x,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
e,k,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g
p,f,,wrong,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
p,x,s,,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,,w,,p
p,x,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
p,f,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
p,k,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,,,v,
p,k,s,e,f,f,f,c,n,b,t,?,,s,w,w,p,w,o,e,w,v,p
p,k,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,,v,l
p,x,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
e,b,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p
p,k,s,e,f,y,,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
p,x,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
p,x,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p
,f,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
e,b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,c,l
e,k,s,g,,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g
p,k,y,e,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
p,k,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,
p,f,s,e,f,y,f,c,n,b,,?,k,k,p,p,p,w,o,e,w,v,d
e,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,c,l
,f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
p,k,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
e,k,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
e,x,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g
e,k,s,,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,v,l
p,k,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
p,k,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l
p,k,s,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
e,x,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,,g
e,k,s,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g
e,k,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
p,k,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
p,x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
e,k,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g
e,x,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g
p,k,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,,o,e,w,v,d
e,b,s,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,,g
p,k,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
p,f,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,,v,p
p,f,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
e,k,s,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g
e,x,s,w,f,n,f,w,b,w,e,?,s,s,w,w,p,,t,p,w,n,g
p,f,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
p,x,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
,x,f,w,,n,f,w,b,g,e,,k,k,w,w,p,w,t,p,w,s,g
e,k,f,w,f,n,f,,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g
p,f,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
e,f,s,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,,v,p
p,k,s,e,f,,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
p,x,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
e,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,c,l
e,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l
p,k,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
p,x,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
p,x,s,n,f,s,f,c,n,,t,?,k,s,w,p,p,w,o,e,,v,d
p,k,s,e,f,y,f,c,n,b,t,?,k,k,,w,p,w,o,e,w,v,d
p,x,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,,o,e,w,v,l
e,k,f,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,,p,w,n,g
e,k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l
p,k,y,c,f,,,c,b,w,e,c,k,y,c,c,p,w,n,n,w,,d
e,x,f,wrong,f,n,f,w,b,g,e,?,s,s,w,w,,w,t,p,w,s,g
e,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,v,l
e,x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l
p,k,y,,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
e,k,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g
e,x,f,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g
e,f,s,n,f,n,a,c,,o,e,?,s,s,o,o,p,o,o,p,n,v,l
p,k,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
p,k,y,n,f,s,,c,,b,t,?,k,s,p,w,p,w,o,e,w,v,l
p,f,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
p,f,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
e,k,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g
p,f,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
p,f,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
p,k,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
e,k,s,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g
e,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,,n,o,p,y,c,l
p,k,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
p,x,s,n,f,s,f,c,,b,t,?,k,s,p,p,p,w,o,e,w,v,p
e,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,v,l
p,k,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
p,k,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,k,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
p,f,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
p,x,s,e,f,,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
p,x,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,,o,e,w,v,d
p,x,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
p,k,y,n,f,y,f,c,n,,t,?,s,k,w,,p,w,o,e,w,,d
e,x,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
p,f,,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
p,x,y,n,f,m,a,c,b,w,e,c,k,y,,c,p,w,n,n,w,c,d
p,k,s,n,f,f,f,,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
e,k,s,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g
p,k,s,n,f,f,f,c,n,b,t,,k,s,p,w,p,w,o,e,w,v,d
p,f,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
p,k,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
p,k,y,e,f,y,,,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
,f,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d
e,f,s,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p
p,f,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
p,k,s,,f,f,f,c,n,b,t,?,s,k,w,p,p,w,,e,w,v,d
p,x,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,,e,w,v,l
p,f,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
p,x,s,n,f,f,f,,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p
e,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,,l
p,f,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d
p,x,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
p,x,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
p,x,s,wrong,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
p,k,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
p,x,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
e,,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g
p,k,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,,v,p
,k,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
e,k,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g
e,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,,o,p,n,v,l
p,f,y,n,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d
